product_category_name_english,review_comment_title,review_comment_message
toys,Terceirizada perfeita,"Comparando com outras compras na plataforma stark, a loja ?targaryen? foi a mais rápida e eficiente na entrega. "
toys,Super recomendo,O produto chegou antes do prazo estabelecido . 
bed_bath_table,avaliaçao,vieram os tres conjuntos de lencois com dias de diferença
bed_bath_table,Produto errado ,"Comprei um tapete marrom redondo recebi um azul retangular, produto de boa qualidade porém errado "
bed_bath_table,Não gostei,"O produto foi entregue, mas a cor é diferente, é manchado! Parece que jogaram água sanitária. Não é harmônica a cor. "
sports_leisure,RECOMENDO,CHEGOU NO PRAZO E SEM NENHUMA DISCREPÂNCIA.
auto,Repeti a compra,"Comprei um organizador de porta malas para teste. Gostei muito do produto. Muito prático, dobrável e ajusta perfeitamente ao carrinho de transporte. Chegou antes do prazo."
bed_bath_table,EXCELENTE,"Amo comprar no site das lannister. Ja teve compra que me arrependi e obtive o vale para outras compras, resolução rapida do problema. Rastreamento de entrega, tudo certo, em todos pedidos feitos."
bed_bath_table,Amei o produto ,"Produto original, de excelente qualidade. Uma cor bonita bem viva e bem grosso. Eu recomendo. "
bed_bath_table,Nota 10,Recomendo para todos muito boa 
housewares,Não gostei!,"o suporte pra grelha é bem mais fino e frágil, a cuba tem várias marcas de solda em diversos pontos o que dá aparência de um produto feito em um ferro velho. "
home_appliances,muito bom,tdo certo entrega correta 
construction_tools_lights,Preço justo,Entrega ágil. Produto excelente poderia ter um acabamento melhor. 
sports_leisure,Ótimo! ,Gostei muito é bem mais forte do que esperava! Enche super rápido! 
sports_leisure,Ótimo atendimento ,Loja confiável 
furniture_decor,recomendo,"só acho que o frete é muito caro, eu evitaria comprar novamente"
baby,nao foi entregue,entrei em contato com a targaryen por email e eles falaram que nao vendem kit higiene pra mim entra em contato com lannister pq eles so vendem a bolsa
fashion_bags_accessories,qto ao baratheon sim ,"A bolsa veio com a costura torta no ziper, e nesta costura por estar torta, não foi costurado o ziper, então está um buraco, não gostei, preciso ver o que devo fazer..adoro o baratheon,mas não produto"
bed_bath_table,Recomendo,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto."
bed_bath_table,Jogo de cama,Excelente produto. Recomendo a todos 
sports_leisure,otimo,"veio muito rápido, recomendo"
housewares,Entrega faltando produtos,Fiz pedido de 6 produtos e só recebi 2.
housewares,"Muito bom , o Sino É D+","O sino foi entregue antes do prazo. ultrapassou minhas expectativas!! Site de confiança, o sino é muito bom,grande ta p tocar com muita facilidade.Minha filha amou ..Agradeço "
bed_bath_table,questionamento,Achei o material muito fraquinho... Precisava caprichar mais!
toys,Ótimo,"Gastei muito

"
toys,Quase nota 10," Infelizmente a embalagem do meu baralho veio rasgada. Vai ser um presente. Vou ter q entregar para o aniversariante rasgado mesmo pois não da mais tempo de trocar. 
 Mas chegou dentro do prazo. "
bed_bath_table,Entrega rapida,Bom entregou antes do prazo.
furniture_decor,Maravilhoso ,Recomendo o produto muito bem feito show 
auto,Antes,A loja trabalhou bem e a entrega ocorreu antes do prazo!
electronics,Super recomendo,Ótimo produto e entrega super rápida... Amei.
computers_accessories,Super recomendo,Trabalho de excelência; pois recebi os produtos bem antes do prazo.Obrigada pela agilidade!!
telephony,Nota 10,A loja cumpriu tudo que foi informado dentro do prazo. Parabéns.
health_beauty,super recomendo,blza
health_beauty,super recomendo,"compro sempre, gosto das lannister"
auto,MT bom,Chegou no prazo tudo certinho 
baby,Excelente,Agilidade da entrega excelente.
sports_leisure,Excelentes ," Negou antes do prazo !!
Produto exemplo "
bed_bath_table,comprei enganada,"Não fazia a menor ideia que toalha social era o mesmo q toalha de mão, aff"
sports_leisure,legal,muito bom
furniture_decor,Produto diferente da foto,"Infelizmente o produto da foto é diferente do que eu recebi. Como a burocracia é muito grande para trocar, vou ficar com ele mesmo."
stationery,Boa,"O produto veio em excelente estado, porém a caixa foi muito danificada deveriam ter mais cuidado."
computers_accessories,Excelente,"cabo de excelente qualidade, chegou dentro do prazo."
sports_leisure,Recebi o produto errado,Comprei o Iso X e recebi o Nitro Hard 
health_beauty,Recomendo,.
telephony,Excelente,Legal.
telephony,Produto de na qualidade ,"Recebi a película e ela veio toda lacrada, porém no momento de colocá-la estava com problemas, riscos na tela e falta de cola em torno, ou seja, produto de má qualidade. "
telephony,Ótimo produto ,Rápido entrega 
home_appliances,Excelente,Loja excelente.
home_appliances,otimo!,"otimo produto e veio bem rápido.
"
housewares,Muito bom ,"Estao de parabens, tudo certinho "
cool_stuff,Entrega de encomenda,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue 
small_appliances,Entrega conforme prometid,Tudo bem e antes do prazo. Achei o robô maior do que eu imaginava mas a entrega foi ótima.
auto,Produto veio errado,"O produto que comprei veio em desacordo .
Estou no aguardo do produto que comprei.
Fico chateado com isso, pois mandaram um produto Ching ling no lugar e oque me chama a atenção é uma empresa errar."
auto,Ótimo,"Parabéns a loja pelo preço, produto é agilidade na entrega."
watches_gifts,Recomendo sempre,Chegou rápido e o material muito bom de exelente qualidade
toys,Rapidez e eficiencia,"chegou super rapido , enviaram por sedex , estão de parabéns"
bed_bath_table,Parabéns a equipe!,A encomenda chegou em perfeito estado e bem antes do prazo!
party_supplies,Muito bom ,Produto de excelente qualidade. 
bed_bath_table,SUPER RECOMENDO,Otimo
bed_bath_table,super recomendo,"Boa qualidade comparativo ao valor do produto. Entrega rapida,Produto igual a foto. Gostei e recomendo e vou comprar mais uma. satisfeita"
bed_bath_table,Muito bom,Produto muito bom
telephony,Bom produto,"Produto de boa qualidade, mas a pelicula nao pega a tela toda e isso me incomodou um pouco. Mas no geral muito bom o Kit."
housewares,Bom.,"Recebi tudo certinho, recomendo."
toys,Recebi o produto errado,Mandaram outro produto.
toys,Muito legal,Meu pequeno amou ! Rendeu horas de brincadeiras a procura de fósseis
toys,Excelente,Ótimo produto
home_construction,O pedido chegou faltando ,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3."
watches_gifts,Entrega no prazo,"Meu pedido foi entregue bem antes do prazo, obrigado, super recomendo."
watches_gifts,super recomendo,"ótimo produto, entrega no prazo, gosto muito de comprar pelo site lannister.com"
watches_gifts,Avaliação ótima ,"Gostei muito do atendimento, como sempre fui bem atendida!"
fixed_telephony,pagamento,gostaria de saber de houve o debito correto no meu cartão. tive cartão clonado. 
auto,Bom produto!,Tudo perfeito e como prometido!
bed_bath_table,Muito bom ,Como eu já tinha comprado o tatames eu comprei outra vez Pq e muito bom 
furniture_decor,Perfeito,"Lustre lindo, com preço ótimo! Super recomendo! Ainda nao instalei, mas acredito que esteja em perfeitas condições. "
furniture_decor,Pendente lindo,"Realizei uma compra desse pendente e quando chegou em casa decidi comprar mais um para fazer a composição na mesa de jantar! Amei, só fiquei chateada de ter que pagar o frete 2 vezes!"
furniture_decor,Otîmo ,"Exatamente como esperava amo comprar pelo baratheon , chegou bem antes do previsto "
furniture_decor,Entrega,"É de se chatear, você compra a mercadoria, paga o frete e tem que se aventurar para retirar sua mercadoria. Você vai porque precisa do produto porque a vontade é de desistir da compra. "
furniture_decor,Satisfeita! ,O produto chegou direitinho e antes da data prevista. 
furniture_decor,tudo tranquilo,"tudo dentro da normalidade de venda, compra e entrega."
furniture_decor,otimo,entrega rapida
furniture_decor,Produto Mal feito,"Produto mal feito, torto, com as soldas mal feitas."
housewares,Muito bom,Muito bom ..muito satisfeito
toys,Recomendo com certeza,"A forma de pagamento super fácil, e o produto chegou bem antes da data prevista. Fiquei muito satisfeita com o serviço prestado."
toys,Rápido porém não bom,Eu recebi o produto no prazo porém já veio ligado e sem faltando a chave para desligar o aparelho
toys,Veio com defeito,Veio com defeito com cola embaixo. 
toys,Perfeito,Entrega muito antes do prazo! Parabéns 
baby,frete,"Não aceito, esse valores de frete alto "
baby,Reembolso ,Como faço para obter o reembolso já que não recebi o produto ? Aguardo 
baby,Ótima loja,"produto de qualidade, rápida entrega."
auto,Ótimo ,Muito bom recebi antes do prazo foi espetacular 
small_appliances,Sim,"Boa tarde, motivo é o seguinte
O meu pedido era uma máquina de costura Galoneira 3 agulhas foi entregue uma máquina de costura Galoneira 2 agulhas e não consegui falar com o fornecedor "
furniture_decor,QUANDO VOU RECEBER MEU PR,"O pedido foi entregue parcial e nao total. Na nota veio faturado dois adesivos, porem recebi Smente Faixa Carro Trenzinho Trator Caminhão M10 , a faixa Carro Trator Caminhão Trenzinho M18 NAO RECEBI"
home_appliances,Perfeito ,"Produto perfeito, instalei a transmissão na minha maquina ficou otima , entrega muito rápida, recomendo loja ."
stationery,Ótimo,Gostei muito parabéns
computers_accessories,Otimo,"Multo bom, produto conforme especificado"
computers_accessories,Ok,Dentro do prazo. Ok
computers_accessories,Frete,"Achei o frete muito caro, pois fiz duas compras conjuntas."
home_appliances,Muito bom,Continue sempre assim
health_beauty,sim,Muito bom
health_beauty,Excelente ,"Entregue antes do prazo , pedido correto "
health_beauty,👍,Muito bom!!!
health_beauty,Recomendo,Produto dá de 10 a 0 em relação as porcarias oferecidas por outros sites e que não tem efeito nenhum. Esse é natural e 100% confiavel.
health_beauty,Agilidade,Chegou super rápido e bem embalado.
housewares,Bom,"Paguei pelo
Que comprei "
telephony,Dez,Excelente sou cliente assídua e recomendo sempre parabéns 
telephony,Produto não funciona,No primeiro dia que utilizei o produto o mesmo já não funcionou.
stationery,Compra,Um demora pra entrega
cool_stuff,Recomendaria!,"Gostei muito da máquina de algodão doce da Inovamaq, realmente produz o anunciado e quanto a baratheon gosto muito da segurança e confiança de receber no prazo."
furniture_decor,Ótimo ,Produto entregue antes do prazo.
sports_leisure,Excelente ,"Prazo , agilidade , cumpre com que promete ! "
home_appliances,Não recebi o meu produto.,"Eu, já paguei e até o momento não recebi o produto, estou aguardando, disseram que chegaria até 26/04/18 , mas até o momento nada da entrega."
home_appliances,Recomendo,Entregou muito rápido.
pet_shop,super recomendo,Produto excelente
pet_shop,Ótimo!,A entrega foi antes do prazo! Serviço excelente. O produto é o que realmente esperava!
pet_shop,Bom,"Recomendo, veio como na descrição, perfeitas condições, mto bonito o produto."
pet_shop,Indignada,"Comprei começo do mês passado.Passou quase 1 mês sem o produto chegar e nem chegou,tanto q cancelei.E ate no cancelamento a loja esta demorando mt pra fazer o estorno. Quero meu dinheiro de volta logo"
pet_shop,Super satisfeita,"Produto de acordo com o anunciado, entrega rápida. "
toys,Otimo,Muito rapido a entrega produto de otima qualidade
toys,otimo,curti
toys,Perfeito,"Chegou bem rápido ,achei que ia demora por conta da greve mas foi rápido "
toys,Muito bom,"Muito bom, produto entregue antes do prazo!"
sports_leisure,Super recomendo,"Atedimento top, Eu confio, já comprei diversas vezes, e nunca tive nenhum problema!"
sports_leisure,Muito Bom,Muito Bom
sports_leisure,Entrega rápida,Comprei em um dia e já recebi no dia seguinte.
sports_leisure,Entrega muito rápida,Loja muito ágil no envio do produto. Bem embalado e conforme anunciado
housewares,Recomendo,"Produto chegou bem embalado, chegou no prazo e por isso recomendo "
construction_tools_construction,Me entregaram o produto e,Quero a troca do produto por favor
health_beauty,Entrega rápida!,Entrega antes do prazo!!! Recebi o produto em 03 dias!!!
stationery,Caneta tinteiro crown,Satisfeito 100%; recebi bem antes do prazo estimado; só falta testá-lo (não acompanha o cartucho de tinta)
stationery,Pessima,"Comprei 02 canetas e recebi somente 01, e a NF foi emitida e paga constando duas canetas e ainda aguardando retorno do que ocorreu."
telephony,Satisfação garantida,Farei outros pedidos
electronics,super recomendo,nunca tive problemas compras sempre perfeitas.
computers_accessories,Excelente,Tudo certo 
watches_gifts,Relogio,Gostei.
perfumery,Produto não chegou ,Ainda estou no aguardo do produto 
auto,Atraso entrega,Não recebi o produto 
telephony,ok,Produto não é original. Qualidade ruim e com defeito (fica oscilando o carregamento)
telephony,Produto com defeito,"O carregador foi enviado dentro do prazo. Porém, além do produto nitidamente não ser original, está com problema no cabo.
Estou efetuando os procedimentos para devolução e estorno do valor na conta."
telephony,10,"Entrega rápida e segura..
Produto de qualidade "
computers_accessories,Super recomendo,O melhor material que já usei
watches_gifts,Super rápida a enttega,"Entregou antes da data, e o produto bem embalado.super recomendo."
watches_gifts,produto de baixa qualidad,"compre um relógio , no anuncio dizia q era original! mas o relógio se trata de uma replica de mau qualidade."
computers_accessories,Recomendado,Entrega dentro do prazo previsto. Satisfeito.
furniture_decor,Entrega ,Bom produto e entregue no prazo 
cool_stuff,Produto com defeito,"Prezados, recebi o produto até antes do prazo previsto. Porém, a pipoqueira não funcionou. Exalou um cheiro de queimado e pulou um milho de pipoca sem estourar. A voltagem está correta. Peço troca. "
